-1.598937896453856533e+00,8.468132947746077610e-01,-2.495688785739598736e-01,-9.275593302458937650e-01,-1.232203990341883992e+00,-1.235741096783558701e+00,-1.116134736422194074e+00,-8.190176941452924630e-01,-4.378279759384273162e-01,2.708856586030569114e-01,1.019498222042856561e+00,4.526082107796292608e-01,8.975439758504070997e-02,-2.365944915089933029e-02,1.933476749508545867e-01,8.577905932498792740e-01,1.525148269310946381e+00,1.721197256504253037e+00,1.474530402786340177e+00,1.280201988495972776e+00,9.235672031084756206e-01
8.126439099957468715e-01,1.360009309785421838e-01,7.299309143011976087e-01,8.913016494911401022e-01,7.087901347081139170e-01,3.477769400159069213e-01,3.411770518694139109e-02,-3.366670178960738391e-01,-5.296273964708320126e-01,4.813749998877961400e-01,4.574225444709458799e-01,9.507746769621709948e-01,1.188061318622079643e+00,1.351873966747133116e+00,1.358927265501013837e+00,1.096253650723232331e+00,1.078468222532206200e-01,-1.061299907113474772e+00,-1.548933260285022984e+00,-1.756530685624220878e+00,-2.162564820432537172e+00
-1.282498115875134286e-02,-3.584591024846174312e-01,3.613374951929069767e-01,6.656998173037381727e-01,6.756317022109519232e-01,6.188233762529655735e-01,4.933393895381412708e-01,3.454529823705338454e-01,-3.358429618637790992e-01,3.543567096461041621e-01,-4.265713231274135264e-01,-3.069049315813231482e-01,-3.479777734690137070e-01,-3.116053434323738935e-01,-2.536519627864406434e-01,-1.843780617046959780e-01,-1.211155101707928061e-01,1.376673642427254096e-01,3.359756631956196671e-01,2.341970381053682937e-01,2.353040928090559814e-01
-8.850647988559208201e-01,-8.920293191097606877e-01,-1.246597008407525076e+00,-1.083471097945026163e+00,-9.171278278267189776e-01,-9.963928516339233266e-01,-1.012485204877577871e+00,-1.077362402937742436e+00,-6.613171400880628603e-01,4.119266693055632644e-01,-6.852159619570848959e-01,-4.388051400115722256e-01,-3.265883938102852602e-01,-2.769965245974059243e-01,-1.685671927583010377e-01,2.157200530543635364e-01,6.518437536291201706e-01,8.376365439560141679e-01,7.145153968672708356e-01,6.377596372737572850e-01,4.175480882417033635e-01
-5.824882818330608947e-01,2.398006453686974737e+00,2.013886213102008771e+00,9.381859371163966399e-01,-2.267380289170647656e-01,-1.139390880139386608e+00,-1.479363015985720731e+00,-1.597790193431992023e+00,-7.107446039327244280e-01,6.814190632441182727e-01,1.046195932376928095e+00,1.215275583908222323e+00,1.088042089758362030e+00,7.735653983482287943e-01,1.966505740243944256e-01,-8.519119206277375733e-01,-2.148180000873026074e+00,-2.547731100045250052e+00,-2.512666231412310047e+00,-2.491934934985192918e+00,-2.117904027992349114e+00
-1.611361318832451373e+00,-5.755459503900018925e-01,-9.735429831023969527e-01,-7.654333593409813341e-01,-3.941945337605985977e-01,-1.804039846878613129e-01,5.672856651915834936e-02,3.553386834755394297e-01,-2.197810789513615359e-01,6.267101249820447029e-01,4.536933999615605506e-02,-6.936243864714721763e-01,-1.067256794846164869e+00,-1.321434307013995113e+00,-1.393179973573727581e+00,-1.122781282007339509e+00,-2.612550407468665625e-01,6.469620046795971913e-01,1.005306997317192197e+00,1.125592985123091250e+00,1.245432776325847701e+00
-6.508674973803626473e-01,-6.910351901862065160e-01,-5.728604821618024090e-01,-5.262750432176931392e-01,-3.976172706882796781e-01,-3.624494300417591131e-01,-3.246608515660661665e-01,-1.737077584574148181e-01,-3.493427367518178173e-01,1.405474433605047313e-01,1.482932388376881905e+00,1.225760927560801461e+00,1.144110805591768587e+00,1.104571372675961838e+00,1.167290717482432294e+00,1.218260955858678773e+00,9.536077978975593394e-01,5.288507769800850911e-01,2.769701994750090046e-01,2.648792364086561824e-01,5.503493858202169742e-01
-5.386460467873941532e-02,-5.401548921121178681e-01,3.897401392792937402e-01,6.688899981382645521e-01,6.390532851497214839e-01,5.156944830723321216e-01,3.358756486085416326e-01,1.696589891053900401e-01,-3.961228060491437941e-01,6.152066270730720543e-01,6.670889974171074766e-01,8.133179092986189129e-01,9.166522362347117037e-01,1.022943315746493109e+00,1.155867364288208021e+00,9.093842114929164833e-01,4.844524938026882888e-01,-3.686830398164534506e-01,-8.404059281454452357e-01,-1.017882928379889362e+00,-1.220308448267868995e+00
7.715908484850838578e-01,-4.513143061928702737e-01,-3.984052927918214637e-01,-2.353053627269734993e-01,-2.174429410575031696e-01,-3.087298065040342543e-01,-4.658414825919452995e-01,-6.842536074261950096e-01,-5.901627455888756035e-01,3.339542772242396484e-01,-2.834639124803284282e-02,3.323114902701977402e-01,4.879936325008275011e-01,5.138358693915553443e-01,4.107447919890962473e-01,3.319415987160769799e-01,2.482036823980346696e-01,1.174629280388430619e-01,-1.320767537942339580e-02,5.063826734294300108e-02,9.934740360769504786e-02
7.699446946274557391e-01,-5.793430860204896726e-01,-3.149114288241756099e-01,-3.504271426309544385e-02,2.020868984614888619e-01,1.835252076125457599e-01,8.877691305737117622e-02,2.943487741166690361e-02,-3.775218322622562184e-01,6.232131919019974209e-01,3.561293099427897402e-01,2.316254753507424879e-01,-4.006373153141829652e-02,-2.395362308637936366e-01,-4.329128865247606761e-01,-6.766764771518704036e-01,-5.385317244481396814e-01,-2.148939943916214172e-03,4.732757208929078696e-01,5.876841354733918221e-01,8.040834793143598613e-01
1.169597256283058107e+00,-1.676467554051515874e-01,8.032897144122216337e-01,1.558654801258167133e+00,1.872173905973424368e+00,1.944046355081008315e+00,1.949155329266153203e+00,1.991150855586725221e+00,2.255697553094260677e+00,-1.935976182552483271e+00,1.831372429300603677e-01,-3.720642171362193995e-01,-4.469764225267661706e-01,-3.717528945356815551e-01,-3.191151420766971114e-01,-9.094523496536188745e-02,4.733490139663700802e-01,7.059538303723424946e-01,6.366389754209350604e-01,5.779836369521155204e-01,4.788574550310143452e-01
-1.792935448826583844e+00,2.026402421877745219e+00,1.320514559918142927e+00,3.510535323429140875e-01,-6.678775483316603534e-01,-1.119737903637955556e+00,-1.318039576744777897e+00,-1.385554689561838471e+00,-6.961597906515059053e-01,6.283635821207860239e-01,2.608758247987651435e-01,5.921779793110943935e-01,6.325297252213961663e-01,4.837985041334412761e-01,8.905890424157324181e-02,-5.483432365774174588e-01,-1.561434996076827675e+00,-1.859718080743921531e+00,-1.527137934566987099e+00,-1.151609634351782541e+00,-8.624583290155417581e-01
2.263107818896935575e-01,-3.819558698708253042e-01,3.965392628818988907e-01,8.847703600692932158e-01,1.288364797436508002e+00,1.584324079599926716e+00,1.732614281685956437e+00,1.734598380802755635e+00,2.123498189721992446e+00,-2.145146122230948471e+00,-1.556372982586805342e+00,-1.565245543429366615e+00,-1.389915242627118408e+00,-1.249504909404481667e+00,-1.055429905166741289e+00,-7.394278185924391122e-01,-1.024186339208159741e-01,2.969356270529165398e-01,5.424176646622712594e-01,6.727331258321488372e-01,6.813683937932734080e-01
7.374852281531488751e-01,-2.687272960576198577e-01,8.813864465531286996e-01,1.531297545039779440e+00,1.726037014487235455e+00,1.729873748722416948e+00,1.571844137177740963e+00,1.342187776645197950e+00,2.026362855547110708e+00,-2.320486087902505101e+00,-2.668989641808061197e+00,-2.571151745044897741e+00,-2.494391232261248259e+00,-2.494448565761534287e+00,-2.556210149246605834e+00,-2.569196987503158169e+00,-1.837246731086763285e+00,-4.733568981749836646e-01,2.663749248189740682e-01,6.187189353596813657e-01,8.537921139798895220e-01
1.447615845348230401e+00,6.473222453503550966e-01,-3.407675709284741505e-01,-6.480703855894800469e-01,-3.968885159909454896e-01,-3.018705017321903217e-01,-2.027922999970830642e-01,-1.462363104334156727e-01,-4.059232662564295491e-01,3.711727839762779535e-01,9.717032017930435916e-01,1.062328775043536622e+00,1.136317572206346327e+00,1.183530502421014985e+00,1.251765172760530342e+00,1.277768670053655686e+00,1.046356256651139516e+00,4.647432079106310066e-01,8.979684037958672593e-02,-8.010856652086133234e-02,-3.459579175460299472e-01
1.068483095452621656e+00,-1.696444775893376056e+00,-2.299902516594501289e+00,-1.495468745631104879e+00,-8.165681936601622004e-01,-5.914626137594670985e-02,4.369771125699111747e-01,8.265681854153864583e-01,-1.746392160691203899e-01,3.786008051589409007e-01,-6.229900802101301371e-01,-7.874205863313461506e-01,-7.505929484172673138e-01,-5.718315754438079157e-01,-3.704034650126455941e-01,-1.287180362716331961e-01,1.405521224857073093e-01,4.116585331104090084e-01,6.004016451085476547e-01,5.986298192790675543e-01,6.465136154873721841e-01
1.846731677846890352e-01,5.481111970548131485e-01,-5.000685842561376493e-01,-1.773227601799443276e+00,-1.845478887852644023e+00,-1.220201473820496707e+00,-7.801119154245110821e-01,-5.738010565233695459e-01,-5.205450474889858903e-01,4.838764562014659099e-01,-5.018666232081677725e-01,-1.409644784788169070e-01,1.803007617687263087e-01,4.266508707401334144e-01,7.258182119078127048e-01,1.005259322252881171e+00,9.388224249284238265e-01,4.438698929901399581e-01,2.614659886453818416e-02,-1.509520557842365107e-01,-2.269704642645790360e-01
